1394519239,2,0,0,1,0,377,0,0
1394519299,0,0,0,0,0,6,0,0
1394519359,0,0,0,0,0,6,0,0
1394519419,0,0,0,0,0,6,0,0
1394519479,0,0,0,0,0,6,0,0
1394519539,0,0,0,0,0,6,0,0
1394519599,0,0,0,0,0,6,0,0
1394519659,0,0,0,0,0,6,0,0
1394519719,0,0,0,0,0,6,0,0
1394519779,0,0,0,0,0,6,0,0
1394519839,0,0,0,0,0,6,0,0
1394519899,0,0,0,0,0,6,0,0
1394519959,0,0,0,0,0,6,0,0
1394520019,0,0,0,0,0,6,0,0
1394520079,0,0,0,0,0,6,0,0
1394520139,0,0,0,0,0,6,0,0
1394520199,0,0,0,0,0,6,0,0
1394520259,0,0,0,0,0,6,0,0
1394520319,0,0,0,0,0,6,0,0
1394520379,0,0,0,0,0,6,0,0
1394520439,0,0,0,0,0,6,0,0
1394520499,0,0,0,0,0,6,0,0
1394520559,0,0,0,0,0,6,0,0
1394520619,0,0,0,0,0,6,0,0
1394520679,0,0,0,0,0,6,0,0
1394520739,0,0,0,0,0,6,0,0
1394520799,0,0,0,0,0,6,0,0
1394520859,0,0,0,0,0,6,0,0
1394520919,0,0,0,0,0,6,0,0
1394520979,0,0,0,0,0,6,0,0
1394521039,0,0,0,0,0,6,0,0
1394521099,0,0,0,0,0,6,0,0
1394521159,0,0,0,0,0,6,0,0
1394521219,0,0,0,0,0,6,0,0
1394521279,0,0,0,0,0,6,0,0
1394521339,0,0,0,0,0,6,0,0
1394521399,0,0,0,0,0,6,0,0
1394521459,0,0,0,0,0,6,0,0
1394521519,0,0,0,0,0,6,0,0
1394521579,0,0,0,0,0,6,0,0
1394521639,0,0,0,0,0,6,0,0
1394521699,0,0,0,0,0,6,0,0
1394521759,0,0,0,0,0,6,0,0
1394521819,0,0,0,0,0,6,0,0
1394521879,0,0,0,0,0,6,0,0
1394521939,0,0,0,0,0,6,0,0
1394521999,0,0,0,0,0,6,0,0
1394522059,0,0,0,0,0,6,0,0
1394522119,0,0,0,0,0,6,0,0
1394522179,0,0,0,0,0,6,0,0
1394522239,0,0,0,0,0,6,0,0
