1394519239,sda,0,0,0,0,0,1,1,25,0
1394519239,md127,0,0,0,0,0,0,0,27,0
1394519299,sda,0,0,0,0,0,2,0,25,0
1394519299,md127,0,0,0,1,0,0,0,32,0
1394519359,sda,0,0,0,0,0,2,0,19,0
1394519359,md127,0,0,0,1,0,0,0,28,0
1394519419,sda,0,0,0,0,0,2,0,24,0
1394519419,md127,0,0,0,1,0,0,0,28,0
1394519479,sda,0,0,0,1,0,1,0,14,0
1394519479,md127,0,0,0,1,0,0,0,28,0
1394519539,sda,0,0,0,0,0,1,0,8,0
1394519539,md127,0,0,0,1,0,0,0,28,0
1394519599,sda,0,0,0,0,0,1,0,14,0
1394519599,md127,0,0,0,1,0,1,0,61,0
1394519659,sda,0,0,0,0,0,1,0,14,0
1394519659,md127,0,0,0,1,0,1,0,61,0
1394519719,sda,0,0,0,0,0,1,0,14,0
1394519719,md127,0,0,0,1,0,1,0,61,0
1394519779,sda,0,0,0,0,0,1,0,14,0
1394519779,md127,0,0,0,1,0,1,0,61,0
1394519839,sda,0,0,0,0,0,1,0,14,0
1394519839,md127,0,0,0,0,0,1,0,61,0
1394519899,sda,0,0,0,0,0,1,0,14,0
1394519899,md127,0,0,0,0,0,1,0,61,0
1394519959,sda,0,0,0,0,0,1,0,14,0
1394519959,md127,0,0,0,0,0,1,0,61,0
1394520019,sda,0,0,0,0,0,2,0,25,0
1394520019,md127,0,0,0,1,0,1,0,61,0
1394520079,sda,0,0,0,0,0,1,0,14,0
1394520079,md127,0,0,0,0,0,2,0,257,0
1394520139,sda,0,0,0,0,0,1,0,14,0
1394520139,md127,0,0,0,1,0,1,0,61,0
1394520199,sda,0,0,0,0,0,1,0,14,0
1394520199,md127,0,0,0,0,0,1,0,59,0
1394520259,sda,0,0,0,0,0,1,0,14,0
1394520259,md127,0,0,0,0,0,1,0,59,0
1394520319,sda,0,0,0,0,0,1,0,14,0
1394520319,md127,0,0,0,0,0,1,0,59,0
1394520379,sda,0,0,0,0,0,1,0,14,0
1394520379,md127,0,0,0,0,0,1,0,57,0
1394520439,sda,0,0,0,0,0,1,0,14,0
1394520439,md127,0,0,0,0,0,1,0,59,0
1394520499,sda,0,0,0,0,0,1,0,14,0
1394520499,md127,0,0,0,0,0,1,0,59,0
1394520559,sda,0,0,0,0,0,1,0,14,0
1394520559,md127,0,0,0,0,0,0,0,32,0
1394520619,sda,0,0,0,0,0,1,0,14,0
1394520619,md127,0,0,0,0,0,1,0,59,0
1394520679,sda,0,0,0,0,0,1,0,14,0
1394520679,md127,0,0,0,0,0,1,0,59,0
1394520739,sda,0,0,0,0,0,1,0,14,0
1394520739,md127,0,0,0,0,0,1,0,62,0
1394520799,sda,0,0,0,0,0,1,0,14,0
1394520799,md127,0,0,0,0,0,1,0,57,0
1394520859,sda,0,0,0,0,0,1,0,14,0
1394520859,md127,0,0,0,0,0,1,0,59,0
1394520919,sda,0,0,0,0,0,1,0,14,0
1394520919,md127,0,0,0,0,0,1,0,59,0
1394520979,sda,0,0,0,0,0,1,0,14,0
1394520979,md127,0,0,0,0,0,1,0,59,0
1394521039,sda,0,0,0,0,0,1,0,14,0
1394521039,md127,0,0,0,0,0,1,0,59,0
1394521099,sda,0,0,0,0,0,1,0,14,0
1394521099,md127,0,0,0,0,0,0,0,32,0
1394521159,sda,0,0,0,0,0,1,0,14,0
1394521159,md127,0,0,0,0,0,1,0,59,0
1394521219,sda,0,0,0,0,0,1,0,14,0
1394521219,md127,0,0,0,0,0,0,0,32,0
1394521279,sda,0,0,0,0,0,1,0,14,0
1394521279,md127,0,0,0,0,0,1,0,59,0
1394521339,sda,0,0,0,0,0,1,0,14,0
1394521339,md127,0,0,0,0,0,1,0,59,0
1394521399,sda,0,0,0,0,0,1,0,14,0
1394521399,md127,0,0,0,0,0,1,0,59,0
1394521459,sda,0,0,0,0,0,1,0,14,0
1394521459,md127,0,0,0,0,0,1,0,59,0
1394521519,sda,0,0,0,0,0,1,0,14,0
1394521519,md127,0,0,0,0,0,1,0,59,0
1394521579,sda,0,0,0,0,0,1,0,14,0
1394521579,md127,0,0,0,0,0,1,0,65,0
1394521639,sda,0,0,0,0,0,1,0,14,0
1394521639,md127,0,0,0,12,0,0,0,27,0
1394521699,sda,0,0,0,0,0,1,0,8,0
1394521699,md127,0,0,0,0,0,0,0,27,0
1394521759,sda,0,0,0,0,0,1,0,14,0
1394521759,md127,0,0,0,0,0,0,0,27,0
1394521819,sda,0,0,0,0,0,1,0,14,0
1394521819,md127,0,6,0,198,0,0,0,27,0
1394521879,sda,0,0,0,0,0,1,0,14,0
1394521879,md127,0,0,0,0,0,0,0,27,0
1394521939,sda,0,0,0,0,0,1,0,14,0
1394521939,md127,0,0,0,0,0,0,0,27,0
1394521999,sda,0,0,0,0,0,1,0,14,0
1394521999,md127,0,0,0,0,0,0,0,27,0
1394522059,sda,0,0,0,0,0,1,0,14,0
1394522059,md127,0,26,0,838,0,1543,0,191683,0
1394522119,sda,0,0,0,49,5,1,0,14,0
1394522119,md127,0,0,0,0,0,0,0,27,0
1394522179,sda,0,0,0,0,0,1,0,14,0
1394522179,md127,0,0,0,0,0,0,0,27,0
1394522239,sda,0,0,0,0,0,1,0,14,0
1394522239,md127,0,0,0,0,0,0,0,27,0
1394522299,sda,0,0,0,0,0,1,0,14,0
1394522299,md127,0,0,0,0,0,0,0,27,0
1394522359,sda,0,0,0,0,0,1,0,8,0
1394522359,md127,0,0,0,0,0,0,0,27,0
1394522419,sda,0,0,0,0,0,2,0,22,0
1394522419,md127,0,0,0,0,0,0,0,27,0
1394522479,sda,0,0,0,0,0,1,0,14,0
1394522479,md127,0,0,0,0,0,0,0,28,0
1394522539,sda,0,0,0,0,0,1,0,14,0
1394522539,md127,0,0,0,0,0,0,0,28,0
1394522599,sda,0,0,0,0,0,1,0,12,0
1394522599,md127,0,0,0,0,0,0,0,27,0
1394522660,sda,0,0,0,0,0,1,0,14,0
1394522660,md127,0,0,0,0,0,0,0,28,0
1394522720,sda,0,0,0,0,0,1,0,14,0
1394522720,md127,0,0,0,0,0,0,0,27,0
1394522780,sda,0,0,0,0,0,1,0,14,0
1394522780,md127,0,0,0,0,0,0,0,27,0
1394522840,sda,0,0,0,0,0,1,0,14,0
1394522840,md127,0,0,0,0,0,0,0,27,0
1394522900,sda,0,0,0,0,0,1,0,8,0
1394522900,md127,0,0,0,0,0,0,0,27,0
1394522960,sda,0,0,0,0,0,1,0,14,0
1394522960,md127,0,0,0,0,0,0,0,27,0
1394523020,sda,0,0,0,0,0,1,0,14,0
1394523020,md127,0,0,0,0,0,0,0,27,0
1394523080,sda,0,0,0,0,0,1,0,14,0
1394523080,md127,0,0,0,0,0,0,0,27,0
1394523140,sda,0,0,0,0,0,1,0,14,0
1394523140,md127,0,0,0,0,0,0,0,27,0
1394523200,sda,0,0,0,0,0,1,0,14,0
1394523200,md127,0,0,0,0,0,0,0,27,0
1394523260,sda,0,0,0,0,0,1,0,14,0
1394523260,md127,0,0,0,0,0,0,0,27,0
1394523320,sda,0,0,0,0,0,1,0,14,0
1394523320,md127,0,0,0,0,0,2,0,257,0
1394523380,sda,0,0,0,0,0,1,0,14,0
1394523380,md127,0,0,0,0,0,0,0,27,0
1394523440,sda,0,0,0,1,0,1,0,14,0
1394523440,md127,0,0,0,0,0,0,0,27,0
1394523500,sda,0,0,0,0,0,1,0,14,0
1394523500,md127,0,0,0,0,0,0,0,0,0
1394523560,sda,0,0,0,0,0,1,0,14,0
1394523560,md127,0,0,0,0,0,0,0,27,0
1394523620,sda,0,0,0,0,0,1,0,14,0
1394523620,md127,0,0,0,0,0,0,0,27,0
1394523680,sda,0,0,0,0,0,1,0,14,0
1394523680,md127,0,0,0,0,0,0,0,27,0
1394523740,sda,0,0,0,0,0,1,0,14,0
1394523740,md127,0,0,0,0,0,0,0,27,0
1394523800,sda,0,0,0,0,0,1,0,14,0
1394523800,md127,0,0,0,0,0,0,0,27,0
1394523860,sda,0,0,0,0,0,1,0,14,0
1394523860,md127,0,0,0,0,0,0,0,27,0
1394523920,sda,0,0,0,0,0,1,0,14,0
1394523920,md127,0,0,0,0,0,0,0,27,0
1394523980,sda,0,0,0,0,0,1,0,14,0
1394523980,md127,0,0,0,0,0,0,0,27,0
1394524040,sda,0,0,0,0,0,1,0,14,0
1394524040,md127,0,0,0,0,0,0,0,27,0
1394524100,sda,0,0,0,1,1,1,0,12,0
1394524100,md127,0,0,0,1,0,0,0,28,0
1394524160,sda,0,0,0,0,0,1,0,14,0
1394524160,md127,0,0,0,1,0,0,0,28,0
1394524220,sda,0,0,0,0,0,1,0,12,0
1394524220,md127,0,0,0,1,0,0,0,28,0
1394524280,sda,0,0,0,0,0,1,0,14,0
1394524280,md127,0,0,0,1,0,0,0,28,0
1394524340,sda,0,0,0,0,0,1,0,14,0
1394524340,md127,0,0,0,0,0,0,0,28,0
1394524400,sda,0,0,0,0,0,1,0,14,0
1394524400,md127,0,0,0,1,0,0,0,28,0
1394524460,sda,0,0,0,0,0,1,0,14,0
1394524460,md127,0,0,0,0,0,0,0,28,0
1394524520,sda,0,0,0,1,0,1,0,14,0
1394524520,md127,0,0,0,0,0,0,0,35,0
1394524580,sda,0,0,0,0,0,1,0,14,0
1394524580,md127,0,0,0,0,0,0,0,27,0
1394524640,sda,0,0,0,0,0,1,0,14,0
1394524640,md127,0,0,0,0,0,0,0,27,0
1394524700,sda,0,0,0,0,0,1,0,14,0
1394524700,md127,0,0,0,0,0,0,0,27,0
1394524760,sda,0,0,0,0,0,1,0,14,0
1394524760,md127,0,0,0,1,0,0,0,28,0
1394524820,sda,0,0,0,0,0,2,0,22,0
1394524820,md127,0,0,0,1,0,0,0,28,0
1394524880,sda,0,0,0,0,0,1,0,14,0
1394524880,md127,0,0,0,1,0,0,0,54,0
1394524940,sda,0,0,0,1,0,1,0,12,0
1394524940,md127,0,0,0,1,0,0,0,28,0
1394525000,sda,0,0,0,0,0,1,0,14,0
1394525000,md127,0,0,0,1,0,0,0,28,0
1394525060,sda,0,0,0,0,0,1,0,14,0
1394525060,md127,0,0,0,1,0,0,0,28,0
1394525120,sda,0,0,0,0,0,1,0,14,0
1394525120,md127,0,0,0,0,0,0,0,27,0
1394525180,sda,0,0,0,0,0,1,0,14,0
1394525180,md127,0,0,0,0,0,0,0,27,0
1394525240,sda,0,0,0,0,0,1,0,14,0
1394525240,md127,0,0,0,0,0,0,0,27,0
1394525300,sda,0,0,0,0,0,1,0,14,0
1394525300,md127,0,0,0,0,0,0,0,27,0
1394525360,sda,0,0,0,1,0,1,0,12,0
1394525360,md127,0,0,0,0,0,0,0,27,0
1394525420,sda,0,0,0,0,0,2,0,22,0
