1394519239,100,0,0,166557696,6348,0,0,0,9,0,2560,0,1,0,0
1394519299,100,0,0,2793002,106,0,0,0,1,0,102,0,0,0,0
1394519359,100,0,0,2808405,107,0,0,0,1,0,102,0,0,0,0
1394519419,100,0,0,2823808,107,0,0,0,2,0,102,0,0,0,0
1394519479,100,0,0,2839765,108,0,0,0,1,0,110,0,0,0,0
1394519539,100,0,0,2855168,108,0,0,0,1,0,102,0,0,0,0
1394519599,100,0,0,2871125,109,0,0,0,2,0,110,0,0,0,0
1394519659,100,0,0,2886536,109,0,0,0,1,0,110,0,0,0,0
1394519719,100,0,0,2901947,110,0,0,0,1,0,110,0,0,0,0
1394519779,100,0,0,2917913,111,0,0,0,1,0,119,0,0,0,0
1394519839,100,0,0,2933870,111,0,0,0,1,0,110,0,0,0,0
1394519899,100,0,0,2949273,112,0,0,0,1,0,102,0,0,0,0
1394519959,100,0,0,2964676,112,0,0,0,1,0,102,0,0,0,0
1394520019,100,0,0,2980078,113,0,0,0,1,0,102,0,0,0,0
1394520079,100,0,0,2997120,114,0,0,0,1,0,102,0,0,0,0
1394520139,100,0,0,3014169,114,0,0,0,1,0,110,0,0,0,0
1394520199,100,0,0,3029572,115,0,0,0,1,0,102,0,0,0,0
1394520259,100,0,0,3044983,115,0,0,0,1,0,110,0,0,0,0
1394520319,100,0,0,3062024,116,0,0,0,1,0,102,0,0,0,0
1394520379,100,0,0,3077444,117,0,0,0,1,0,119,0,0,0,0
1394520439,100,0,0,3092846,117,0,0,0,1,0,102,0,0,0,0
1394520499,100,0,0,3109888,118,0,0,0,1,0,102,0,0,0,0
1394520559,100,0,0,3125845,118,0,0,0,1,0,110,0,0,0,0
1394520619,100,0,0,3141248,119,0,0,0,2,0,102,0,0,0,0
1394520679,100,0,0,3156650,120,0,0,0,1,0,102,0,0,0,0
1394520739,100,0,0,3172608,120,0,0,0,1,0,110,0,0,0,0
1394520799,100,0,0,3188565,121,0,0,0,1,0,110,0,0,0,0
1394520859,100,0,0,3203968,121,0,0,0,1,0,102,0,0,0,0
1394520919,100,0,0,3219379,122,0,0,0,1,0,110,0,0,0,0
1394520979,100,0,0,3235353,123,0,0,0,1,0,128,0,0,0,0
1394521039,100,0,0,3250764,123,0,0,0,2,0,110,0,0,0,0
1394521099,100,0,0,3266722,124,0,0,0,1,0,110,0,0,0,0
1394521159,100,0,0,3282124,124,0,0,0,1,0,102,0,0,0,0
1394521219,100,0,0,3297536,125,0,0,0,1,0,110,0,0,0,0
1394521279,100,0,0,3312938,126,0,0,0,1,0,102,0,0,0,0
1394521339,100,0,0,3328896,126,0,0,0,1,0,110,0,0,0,0
1394521399,100,0,0,3344298,127,0,0,0,1,0,102,0,0,0,0
1394521459,100,0,0,3361339,127,0,0,0,1,0,102,0,0,0,0
1394521519,100,0,0,3376742,128,0,0,0,1,0,102,0,0,0,0
1394521579,100,0,0,3392162,128,0,0,0,1,0,76,0,0,0,0
1394521639,81,55705,3,3409203,129,3,0,0,17,3,102,0,0,0,0
1394521699,100,546,0,3424605,130,0,0,0,2,0,102,0,0,0,0
1394521759,100,0,0,3440017,130,0,0,0,1,0,153,0,0,0,0
1394521819,100,0,0,3458705,131,0,0,0,1,0,76,0,0,0,0
1394521879,100,0,0,3474116,132,0,0,0,2,0,110,0,0,0,0
1394521939,100,0,0,3489518,132,0,0,0,1,0,102,0,0,0,0
1394521999,100,0,0,3504930,133,0,0,0,1,0,102,0,0,0,0
1394522059,100,0,0,3520341,133,0,0,0,1,0,110,0,0,0,0
1394522119,100,0,0,3535744,134,0,0,0,1,0,145,0,0,0,0
1394522179,100,0,0,3551146,134,0,0,0,1,0,102,0,0,0,0
1394522239,100,0,0,3568187,135,0,0,0,2,0,59,0,0,0,0
1394522299,100,0,0,3583906,136,0,0,0,1,0,110,0,0,0,0
1394522359,100,0,0,3601493,136,0,0,0,1,0,452,0,0,0,0
1394522419,100,0,0,3617450,137,0,0,0,1,0,110,0,0,0,0
1394522479,100,0,0,3632853,137,0,0,0,1,0,102,0,0,0,0
1394522539,100,0,0,3648256,138,0,0,0,1,0,102,0,0,0,0
1394522599,100,0,0,3603607,136,0,0,0,1,0,109,0,0,0,0
1394522660,100,0,0,3679624,139,0,0,0,1,0,110,0,0,0,0
