1394519239,1,14,0,41,0,0
1394519299,1,14,0,41,0,0
1394519359,1,14,0,41,0,0
1394519419,1,14,0,41,0,0
1394519479,1,14,0,41,0,0
1394519539,1,14,0,41,0,0
1394519599,1,14,0,41,0,0
1394519659,1,14,0,41,0,0
1394519719,1,14,0,41,0,0
1394519779,1,14,0,41,0,0
1394519839,1,14,0,41,0,0
1394519899,1,14,0,41,0,0
1394519959,1,14,0,41,0,0
1394520019,1,14,0,41,0,0
1394520079,1,14,0,41,0,0
1394520139,1,14,0,41,0,0
1394520199,1,14,0,41,0,0
1394520259,1,14,0,41,0,0
1394520319,1,14,0,41,0,0
1394520379,1,14,0,41,0,0
1394520439,1,14,0,41,0,0
1394520499,1,14,0,41,0,0
1394520559,1,14,0,41,0,0
1394520619,1,14,0,41,0,0
1394520679,1,14,0,41,0,0
1394520739,1,14,0,41,0,0
1394520799,1,14,0,41,0,0
1394520859,1,14,0,41,0,0
1394520919,1,14,0,41,0,0
1394520979,1,14,0,41,0,0
1394521039,1,14,0,41,0,0
1394521099,1,14,0,41,0,0
1394521159,1,14,0,41,0,0
1394521219,1,14,0,41,0,0
1394521279,1,14,0,41,0,0
1394521339,1,14,0,41,0,0
1394521399,1,14,0,41,0,0
1394521459,1,14,0,41,0,0
1394521519,1,14,0,41,0,0
1394521579,1,15,0,41,0,0
1394521639,1,15,0,41,0,0
1394521699,1,15,0,41,0,0
1394521759,1,14,0,41,0,0
1394521819,1,14,0,41,0,0
1394521879,1,14,0,41,0,0
1394521939,1,14,0,41,0,0
1394521999,1,14,0,41,0,0
1394522059,1,14,0,41,0,0
1394522119,1,14,0,41,0,0
1394522179,1,14,0,41,0,0
1394522239,1,14,0,41,0,0
1394522299,1,14,0,41,0,0
1394522359,1,14,0,41,0,0
1394522419,1,14,0,41,0,0
1394522479,1,14,0,41,0,0
1394522539,1,14,0,41,0,0
1394522599,1,14,0,41,0,0
1394522660,1,14,0,41,0,0
1394522720,1,14,0,41,0,0
1394522780,1,14,0,41,0,0
1394522840,1,14,0,41,0,0
1394522900,1,14,0,41,0,0
1394522960,1,14,0,41,0,0
1394523020,1,14,0,41,0,0
1394523080,1,14,0,41,0,0
1394523140,1,14,0,41,0,0
1394523200,1,14,0,41,0,0
1394523260,1,14,0,41,0,0
1394523320,1,14,0,41,0,0
1394523380,1,14,0,41,0,0
1394523440,1,14,0,41,0,0
1394523500,1,14,0,41,0,0
1394523560,1,14,0,41,0,0
1394523620,1,14,0,41,0,0
1394523680,1,14,0,41,0,0
1394523740,1,14,0,41,0,0
1394523800,1,14,0,41,0,0
1394523860,1,14,0,41,0,0
1394523920,1,14,0,41,0,0
1394523980,1,14,0,41,0,0
1394524040,1,14,0,41,0,0
1394524100,1,14,0,41,0,0
1394524160,1,14,0,41,0,0
1394524220,1,14,0,41,0,0
1394524280,1,14,0,41,0,0
1394524340,1,14,0,41,0,0
1394524400,1,14,0,41,0,0
1394524460,1,14,0,41,0,0
1394524520,1,14,0,41,0,0
1394524580,1,14,0,41,0,0
1394524640,1,14,0,41,0,0
1394524700,1,14,0,41,0,0
1394524760,1,14,0,41,0,0
1394524820,1,14,0,41,0,0
1394524880,1,14,0,41,0,0
1394524940,1,14,0,41,0,0
1394525000,1,14,0,41,0,0
1394525060,1,14,0,41,0,0
1394525120,1,14,0,41,0,0
1394525180,1,14,0,41,0,0
1394525240,1,14,0,41,0,0
1394525300,1,14,0,41,0,0
1394525360,1,14,0,41,0,0
1394525420,1,14,0,41,0,0
1394525480,1,14,0,41,0,0
1394525540,1,14,0,41,0,0
1394525600,1,14,0,41,0,0
1394525660,1,14,0,41,0,0
1394525720,1,14,0,41,0,0
1394525780,1,14,0,41,0,0
1394525840,1,14,0,41,0,0
1394525900,1,14,0,41,0,0
1394525960,1,14,0,41,0,0
1394526020,1,14,0,41,0,0
1394526080,1,14,0,41,0,0
1394526140,1,14,0,41,0,0
1394526200,1,14,0,41,0,0
1394526260,1,14,0,41,0,0
1394526320,1,14,0,41,0,0
1394526380,1,14,0,41,0,0
1394526440,1,14,0,41,0,0
1394526500,1,14,0,41,0,0
1394526560,1,14,0,41,0,0
1394526620,1,14,0,41,0,0
1394526680,1,14,0,41,0,0
1394526740,1,14,0,41,0,0
1394526800,1,14,0,41,0,0
1394526860,1,14,0,41,0,0
1394526920,1,14,0,41,0,0
1394526980,1,14,0,41,0,0
1394527040,1,14,0,41,0,0
1394527100,1,14,0,41,0,0
1394527160,1,14,0,41,0,0
1394527220,1,14,0,41,0,0
1394527280,1,14,0,41,0,0
1394527340,1,14,0,41,0,0
1394527400,1,14,0,41,0,0
1394527460,1,14,0,41,0,0
1394527520,1,14,0,41,0,0
1394527580,1,14,0,41,0,0
1394527640,1,14,0,41,0,0
1394527700,1,14,0,41,0,0
1394527760,1,14,0,41,0,0
1394527820,1,14,0,41,0,0
1394527880,1,14,0,41,0,0
1394527940,1,14,0,41,0,0
1394528000,1,14,0,41,0,0
1394528060,1,14,0,41,0,0
1394528120,1,14,0,41,0,0
1394528181,1,14,0,41,0,0
1394528241,1,14,0,41,0,0
1394528301,1,14,0,41,0,0
1394528361,1,14,0,41,0,0
1394528421,1,14,0,41,0,0
1394528481,1,14,0,41,0,0
1394528541,1,14,0,41,0,0
1394528601,1,14,0,41,0,0
1394528661,1,14,0,41,0,0
1394528721,1,14,0,41,0,0
1394528781,1,14,0,41,0,0
1394528841,1,14,0,41,0,0
1394528901,1,14,0,41,0,0
1394528961,1,14,0,41,0,0
1394529021,1,14,0,41,0,0
1394529081,1,14,0,41,0,0
1394529141,1,14,0,41,0,0
1394529201,1,14,0,41,0,0
1394529261,1,14,0,41,0,0
1394529321,1,14,0,41,0,0
1394529381,1,14,0,41,0,0
1394529441,1,14,0,41,0,0
1394529501,1,14,0,41,0,0
1394529561,1,14,0,41,0,0
1394529621,1,14,0,41,0,0
1394529681,1,14,0,41,0,0
1394529741,1,14,0,41,0,0
1394529801,1,14,0,41,0,0
1394529861,1,14,0,41,0,0
1394529921,1,14,0,41,0,0
1394529981,1,14,0,41,0,0
1394530041,1,14,0,41,0,0
1394530101,1,14,0,41,0,0
1394530161,1,14,0,41,0,0
1394530221,1,14,0,41,0,0
1394530281,1,14,0,41,0,0
1394530341,1,14,0,41,0,0
1394530401,1,14,0,41,0,0
1394530461,1,14,0,41,0,0
1394530521,1,14,0,41,0,0
1394530581,1,14,0,41,0,0
1394530641,1,14,0,41,0,0
1394530701,1,14,0,41,0,0
1394530761,1,14,0,41,0,0
1394530821,1,14,0,41,0,0
1394530881,1,14,0,41,0,0
1394530941,1,14,0,41,0,0
1394531001,1,14,0,41,0,0
1394531061,1,14,0,41,0,0
1394531121,1,14,0,41,0,0
1394531181,1,14,0,41,0,0
1394531241,1,14,0,41,0,0
1394531301,1,14,0,41,0,0
1394531361,1,14,0,41,0,0
1394531421,1,14,0,41,0,0
1394531481,1,14,0,41,0,0
1394531541,1,14,0,41,0,0
1394531601,1,14,0,41,0,0
1394531661,1,14,0,41,0,0
1394531721,1,14,0,41,0,0
1394531781,1,14,0,41,0,0
1394531841,1,14,0,41,0,0
1394531901,1,14,0,41,0,0
1394531961,1,14,0,41,0,0
1394532021,1,14,0,41,0,0
1394532081,1,14,0,41,0,0
1394532141,1,14,0,41,0,0
1394532201,1,14,0,41,0,0
1394532261,1,14,0,41,0,0
1394532321,1,14,0,41,0,0
1394532381,1,14,0,41,0,0
1394532441,1,14,0,41,0,0
1394532501,1,14,0,41,0,0
1394532561,1,14,0,41,0,0
1394532621,1,14,0,41,0,0
1394532681,1,14,0,41,0,0
1394532741,1,14,0,41,0,0
1394532801,1,14,0,41,0,0
1394532861,1,14,0,41,0,0
1394532921,1,14,0,41,0,0
1394532981,1,14,0,41,0,0
1394533041,1,14,0,41,0,0
1394533101,1,14,0,41,0,0
1394533161,1,14,0,41,0,0
1394533221,1,14,0,41,0,0
1394533281,1,14,0,41,0,0
1394533341,1,14,0,41,0,0
1394533401,1,14,0,41,0,0
1394533461,1,14,0,41,0,0
1394533522,1,14,0,41,0,0
1394533582,1,14,0,41,0,0
1394533642,1,14,0,41,0,0
1394533702,1,14,0,41,0,0
1394533762,1,14,0,41,0,0
1394533822,1,14,0,41,0,0
1394533882,1,14,0,41,0,0
1394533942,1,14,0,41,0,0
1394534002,1,14,0,41,0,0
1394534062,1,14,0,41,0,0
1394534122,1,14,0,41,0,0
1394534182,1,14,0,41,0,0
1394534242,1,14,0,41,0,0
1394534302,1,14,0,41,0,0
1394534362,1,14,0,41,0,0
1394534422,1,14,0,41,0,0
1394534482,1,14,0,41,0,0
1394534542,1,14,0,41,0,0
1394534602,1,14,0,41,0,0
1394534662,1,14,0,41,0,0
1394534722,1,14,0,41,0,0
1394534782,1,14,0,41,0,0
1394534842,1,14,0,41,0,0
1394534902,1,14,0,41,0,0
1394534962,1,14,0,41,0,0
1394535022,1,14,0,41,0,0
1394535082,1,14,0,41,0,0
1394535142,1,14,0,41,0,0
1394535202,1,14,0,41,0,0
1394535262,1,14,0,41,0,0
1394535322,1,14,0,41,0,0
1394535382,1,14,0,41,0,0
1394535442,1,14,0,41,0,0
1394535502,1,14,0,41,0,0
1394535562,1,14,0,41,0,0
1394535622,1,14,0,41,0,0
1394535682,1,14,0,41,0,0
1394535742,1,14,0,41,0,0
1394535802,1,14,0,41,0,0
1394535862,1,14,0,41,0,0
1394535922,1,14,0,41,0,0
1394535982,1,14,0,41,0,0
1394536042,1,14,0,41,0,0
1394536102,1,14,0,41,0,0
1394536162,1,14,0,41,0,0
